seed,dataset,model,attack,defense,eps,clean_accuracy,adversarial_accuracy,accuracy_drop,evasion_rate,attack_success_rate,mean_l2_perturbation,mean_linf_perturbation,label
42,unsw_nb15,mlp,fgsm,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.4268838167190552,0.25,unsw_nb15/mlp/fgsm/ε=0.25
42,unsw_nb15,mlp,pgd,none,0.15,1.0,0.69,0.31000000000000005,0.93,0.93,0.860532820224762,0.15000005066394806,unsw_nb15/mlp/pgd/ε=0.15
42,unsw_nb15,mlp,pgd,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.3782477378845215,0.25,unsw_nb15/mlp/pgd/ε=0.25
42,unsw_nb15,mlp,gan,none,0.15,1.0,0.6966666666666667,0.30333333333333334,0.91,0.91,0.8494117856025696,0.14986535906791687,unsw_nb15/mlp/gan/ε=0.15
42,unsw_nb15,mlp,gan,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.2386407852172852,0.24328789114952087,unsw_nb15/mlp/gan/ε=0.25
42,unsw_nb15,mlp_advtrain,fgsm,adv_train,0.15,0.9066666666666666,0.715,0.19166666666666665,0.575,0.575,0.8609775304794312,0.15000005066394806,unsw_nb15/mlp_advtrain/fgsm/ε=0.15
42,unsw_nb15,mlp_advtrain,fgsm,adv_train,0.25,0.9066666666666666,0.5733333333333334,0.33333333333333326,1.0,1.0,1.4268838167190552,0.25,unsw_nb15/mlp_advtrain/fgsm/ε=0.25
42,unsw_nb15,mlp_advtrain,pgd,adv_train,0.15,0.9066666666666666,0.715,0.19166666666666665,0.575,0.575,0.8609775304794312,0.15000005066394806,unsw_nb15/mlp_advtrain/pgd/ε=0.15
42,unsw_nb15,mlp_advtrain,pgd,adv_train,0.25,0.9066666666666666,0.5783333333333334,0.32833333333333325,0.985,0.985,1.375670313835144,0.25,unsw_nb15/mlp_advtrain/pgd/ε=0.25
42,unsw_nb15,transfer:mlp->random_forest,pgd,none,0.15,1.0,0.7633333333333333,0.2366666666666667,0.71,0.71,0.7054591178894043,0.15000003576278687,
43,cicids2017,mlp,fgsm,none,0.15,1.0,0.67,0.32999999999999996,0.99,0.99,1.1973520517349243,0.15000005066394806,cicids2017/mlp/fgsm/ε=0.15
43,cicids2017,mlp,fgsm,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.9805995225906372,0.25,cicids2017/mlp/fgsm/ε=0.25
43,cicids2017,mlp,pgd,none,0.15,1.0,0.67,0.32999999999999996,0.99,0.99,1.1971317529678345,0.15000005066394806,cicids2017/mlp/pgd/ε=0.15
43,cicids2017,mlp,pgd,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.9124610424041748,0.25,cicids2017/mlp/pgd/ε=0.25
43,cicids2017,mlp,gan,none,0.15,1.0,0.6716666666666666,0.32833333333333337,0.985,0.985,1.1765328645706177,0.14995801448822021,cicids2017/mlp/gan/ε=0.15
43,cicids2017,mlp,gan,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.6612827777862549,0.24683250486850739,cicids2017/mlp/gan/ε=0.25
43,cicids2017,mlp_advtrain,fgsm,adv_train,0.15,0.9783333333333334,0.8966666666666666,0.08166666666666678,0.245,0.245,1.197251319885254,0.15000005066394806,cicids2017/mlp_advtrain/fgsm/ε=0.15
43,cicids2017,mlp_advtrain,fgsm,adv_train,0.25,0.9783333333333334,0.8083333333333333,0.17000000000000004,0.51,0.51,1.980234980583191,0.25,cicids2017/mlp_advtrain/fgsm/ε=0.25
43,cicids2017,mlp_advtrain,pgd,adv_train,0.15,0.9783333333333334,0.8983333333333333,0.08000000000000007,0.24,0.24,1.1919175386428833,0.15000005066394806,cicids2017/mlp_advtrain/pgd/ε=0.15
43,cicids2017,mlp_advtrain,pgd,adv_train,0.25,0.9783333333333334,0.8183333333333334,0.16000000000000003,0.48,0.48,1.8992043733596802,0.25,cicids2017/mlp_advtrain/pgd/ε=0.25
43,cicids2017,transfer:mlp->random_forest,pgd,none,0.15,1.0,0.9733333333333334,0.026666666666666616,0.08,0.08,0.9793950915336609,0.15000005066394806,
43,unsw_nb15,mlp,fgsm,none,0.15,1.0,0.6883333333333334,0.31166666666666665,0.935,0.935,0.8609058260917664,0.15000005066394806,unsw_nb15/mlp/fgsm/ε=0.15
43,unsw_nb15,mlp,fgsm,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.425587773323059,0.25,unsw_nb15/mlp/fgsm/ε=0.25
43,unsw_nb15,mlp,pgd,none,0.15,1.0,0.6883333333333334,0.31166666666666665,0.935,0.935,0.8607177138328552,0.15000005066394806,unsw_nb15/mlp/pgd/ε=0.15
43,unsw_nb15,mlp,pgd,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.3742529153823853,0.25,unsw_nb15/mlp/pgd/ε=0.25
43,unsw_nb15,mlp,gan,none,0.15,1.0,0.695,0.30500000000000005,0.915,0.915,0.8508832454681396,0.14984478056430817,unsw_nb15/mlp/gan/ε=0.15
43,unsw_nb15,mlp,gan,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.26320481300354,0.24674268066883087,unsw_nb15/mlp/gan/ε=0.25
43,unsw_nb15,mlp_advtrain,fgsm,adv_train,0.15,0.9416666666666667,0.7033333333333334,0.23833333333333329,0.715,0.715,0.8609058260917664,0.15000005066394806,unsw_nb15/mlp_advtrain/fgsm/ε=0.15
43,unsw_nb15,mlp_advtrain,fgsm,adv_train,0.25,0.9416666666666667,0.61,0.33166666666666667,0.995,0.995,1.425587773323059,0.25,unsw_nb15/mlp_advtrain/fgsm/ε=0.25
43,unsw_nb15,mlp_advtrain,pgd,adv_train,0.15,0.9416666666666667,0.7033333333333334,0.23833333333333329,0.715,0.715,0.8609058260917664,0.15000005066394806,unsw_nb15/mlp_advtrain/pgd/ε=0.15
43,unsw_nb15,mlp_advtrain,pgd,adv_train,0.25,0.9416666666666667,0.61,0.33166666666666667,0.995,0.995,1.3763117790222168,0.25,unsw_nb15/mlp_advtrain/pgd/ε=0.25
43,unsw_nb15,transfer:mlp->random_forest,pgd,none,0.15,0.9983333333333333,0.755,0.2433333333333333,0.7336683417085427,0.735,0.7012962102890015,0.15000003576278687,
44,cicids2017,mlp,fgsm,none,0.15,1.0,0.67,0.32999999999999996,0.99,0.99,1.1973373889923096,0.15000005066394806,cicids2017/mlp/fgsm/ε=0.15
44,cicids2017,mlp,fgsm,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.9808729887008667,0.25,cicids2017/mlp/fgsm/ε=0.25
44,cicids2017,mlp,pgd,none,0.15,1.0,0.67,0.32999999999999996,0.99,0.99,1.1966887712478638,0.15000005066394806,cicids2017/mlp/pgd/ε=0.15
44,cicids2017,mlp,pgd,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.911775827407837,0.25,cicids2017/mlp/pgd/ε=0.25
44,cicids2017,mlp,gan,none,0.15,1.0,0.6733333333333333,0.32666666666666666,0.98,0.98,1.175242304801941,0.14994478225708008,cicids2017/mlp/gan/ε=0.15
44,cicids2017,mlp,gan,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.6674718856811523,0.247696653008461,cicids2017/mlp/gan/ε=0.25
44,cicids2017,mlp_advtrain,fgsm,adv_train,0.15,0.9616666666666667,0.8383333333333334,0.1233333333333333,0.37755102040816324,0.39,1.1971839666366577,0.15000005066394806,cicids2017/mlp_advtrain/fgsm/ε=0.15
44,cicids2017,mlp_advtrain,fgsm,adv_train,0.25,0.9616666666666667,0.7183333333333334,0.2433333333333333,0.7448979591836735,0.75,1.980031132698059,0.25,cicids2017/mlp_advtrain/fgsm/ε=0.25
44,cicids2017,mlp_advtrain,pgd,adv_train,0.15,0.9616666666666667,0.8383333333333334,0.1233333333333333,0.37755102040816324,0.39,1.189620018005371,0.15000005066394806,cicids2017/mlp_advtrain/pgd/ε=0.15
44,cicids2017,mlp_advtrain,pgd,adv_train,0.25,0.9616666666666667,0.73,0.2316666666666667,0.7091836734693877,0.715,1.899641752243042,0.25,cicids2017/mlp_advtrain/pgd/ε=0.25
44,cicids2017,transfer:mlp->random_forest,pgd,none,0.15,1.0,0.9816666666666667,0.018333333333333313,0.055,0.055,0.9788586497306824,0.15000005066394806,
44,unsw_nb15,mlp,fgsm,none,0.15,1.0,0.69,0.31000000000000005,0.93,0.93,0.8608038425445557,0.15000005066394806,unsw_nb15/mlp/fgsm/ε=0.15
44,unsw_nb15,mlp,fgsm,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.4263687133789062,0.25,unsw_nb15/mlp/fgsm/ε=0.25
44,unsw_nb15,mlp,pgd,none,0.15,1.0,0.69,0.31000000000000005,0.93,0.93,0.8606242537498474,0.15000005066394806,unsw_nb15/mlp/pgd/ε=0.15
44,unsw_nb15,mlp,pgd,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.3794360160827637,0.25,unsw_nb15/mlp/pgd/ε=0.25
44,unsw_nb15,mlp,gan,none,0.15,1.0,0.695,0.30500000000000005,0.915,0.915,0.8492617607116699,0.14979930222034454,unsw_nb15/mlp/gan/ε=0.15
44,unsw_nb15,mlp,gan,none,0.25,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,1.2439181804656982,0.2452571541070938,unsw_nb15/mlp/gan/ε=0.25
44,unsw_nb15,mlp_advtrain,fgsm,adv_train,0.15,0.97,0.7566666666666667,0.21333333333333326,0.64,0.64,0.8608038425445557,0.15000005066394806,unsw_nb15/mlp_advtrain/fgsm/ε=0.15
44,unsw_nb15,mlp_advtrain,fgsm,adv_train,0.25,0.97,0.6366666666666667,0.33333333333333326,1.0,1.0,1.4263687133789062,0.25,unsw_nb15/mlp_advtrain/fgsm/ε=0.25
44,unsw_nb15,mlp_advtrain,pgd,adv_train,0.15,0.97,0.7566666666666667,0.21333333333333326,0.64,0.64,0.8608038425445557,0.15000005066394806,unsw_nb15/mlp_advtrain/pgd/ε=0.15
44,unsw_nb15,mlp_advtrain,pgd,adv_train,0.25,0.97,0.6366666666666667,0.33333333333333326,1.0,1.0,1.376124382019043,0.25,unsw_nb15/mlp_advtrain/pgd/ε=0.25
44,unsw_nb15,transfer:mlp->random_forest,pgd,none,0.15,1.0,0.7666666666666667,0.23333333333333328,0.7,0.7,0.7030772566795349,0.15000003576278687,
